sample_id,cell_id,compound_id,subtype,oncotree_lineage,role
S178738,CL0850,CMP0021,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178739,CL0850,CMP0022,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178740,CL0850,CMP0023,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178741,CL0850,CMP0024,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178744,CL0850,CMP0027,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178745,CL0850,CMP0028,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178746,CL0850,CMP0029,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178747,CL0850,CMP0030,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178748,CL0850,CMP0031,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178751,CL0850,CMP0034,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178752,CL0850,CMP0035,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178753,CL0850,CMP0036,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178754,CL0850,CMP0037,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178755,CL0850,CMP0038,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178756,CL0850,CMP0039,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178757,CL0850,CMP0040,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178758,CL0850,CMP0041,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178759,CL0850,CMP0042,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178760,CL0850,CMP0043,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178761,CL0850,CMP0044,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178762,CL0850,CMP0045,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178763,CL0850,CMP0046,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178764,CL0850,CMP0048,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178765,CL0850,CMP0049,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178766,CL0850,CMP0050,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178768,CL0850,CMP0053,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178769,CL0850,CMP0054,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178770,CL0850,CMP0055,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178771,CL0850,CMP0057,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178772,CL0850,CMP0058,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178773,CL0850,CMP0059,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178774,CL0850,CMP0060,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178775,CL0850,CMP0061,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178776,CL0850,CMP0062,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178777,CL0850,CMP0063,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178778,CL0850,CMP0064,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178779,CL0850,CMP0065,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178781,CL0850,CMP0067,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178782,CL0850,CMP0068,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178784,CL0850,CMP0072,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178785,CL0850,CMP0073,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178786,CL0850,CMP0074,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178787,CL0850,CMP0075,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178788,CL0850,CMP0076,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178789,CL0850,CMP0077,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178790,CL0850,CMP0078,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178791,CL0850,CMP0079,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178793,CL0850,CMP0081,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178794,CL0850,CMP0082,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178795,CL0850,CMP0083,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178796,CL0850,CMP0084,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178797,CL0850,CMP0085,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178798,CL0850,CMP0086,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178799,CL0850,CMP0087,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178801,CL0850,CMP0089,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178802,CL0850,CMP0090,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178803,CL0850,CMP0091,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178804,CL0850,CMP0092,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178805,CL0850,CMP0098,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178807,CL0850,CMP0100,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178808,CL0850,CMP0101,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178810,CL0850,CMP0103,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178811,CL0850,CMP0104,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178812,CL0850,CMP0105,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178813,CL0850,CMP0106,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178815,CL0850,CMP0108,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178816,CL0850,CMP0109,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178817,CL0850,CMP0110,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178819,CL0850,CMP0112,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178820,CL0850,CMP0113,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178821,CL0850,CMP0114,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178822,CL0850,CMP0115,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178824,CL0850,CMP0121,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178825,CL0850,CMP0122,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178826,CL0850,CMP0123,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178827,CL0850,CMP0124,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178828,CL0850,CMP0125,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178829,CL0850,CMP0126,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178830,CL0850,CMP0127,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178831,CL0850,CMP0128,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178832,CL0850,CMP0129,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178833,CL0850,CMP0130,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178834,CL0850,CMP0131,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178836,CL0850,CMP0133,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178837,CL0850,CMP0134,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178838,CL0850,CMP0135,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178840,CL0850,CMP0137,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178841,CL0850,CMP0138,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178842,CL0850,CMP0139,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178844,CL0850,CMP0145,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178845,CL0850,CMP0146,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178846,CL0850,CMP0171,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178847,CL0850,CMP0172,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178848,CL0850,CMP0173,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178850,CL0850,CMP0175,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178851,CL0850,CMP0176,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178852,CL0850,CMP0177,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178853,CL0850,CMP0178,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178854,CL0850,CMP0179,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178855,CL0850,CMP0180,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178856,CL0850,CMP0181,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178857,CL0850,CMP0182,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178858,CL0850,CMP0183,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178860,CL0850,CMP0185,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178861,CL0850,CMP0186,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178862,CL0850,CMP0187,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178863,CL0850,CMP0188,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178864,CL0850,CMP0189,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178865,CL0850,CMP0190,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178866,CL0850,CMP0191,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178867,CL0850,CMP0192,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178868,CL0850,CMP0193,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178869,CL0850,CMP0194,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178870,CL0850,CMP0195,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178871,CL0850,CMP0196,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178872,CL0850,CMP0197,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178874,CL0850,CMP0200,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178875,CL0850,CMP0201,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178876,CL0850,CMP0203,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178877,CL0850,CMP0208,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178878,CL0850,CMP0209,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178879,CL0850,CMP0210,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178880,CL0850,CMP0211,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178882,CL0850,CMP0213,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178883,CL0850,CMP0215,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178884,CL0850,CMP0218,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178885,CL0850,CMP0220,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178886,CL0850,CMP0221,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178887,CL0850,CMP0222,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178888,CL0850,CMP0223,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178889,CL0850,CMP0230,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178890,CL0850,CMP0231,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178891,CL0850,CMP0232,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178892,CL0850,CMP0233,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178893,CL0850,CMP0234,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178894,CL0850,CMP0235,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178895,CL0850,CMP0236,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178896,CL0850,CMP0237,"Diffuse Large B-Cell Lymphoma, NOS",Lymphoid,train
S178897,CL0851,CMP0001,Colon Adenocarcinoma,Bowel,train
S178898,CL0851,CMP0002,Colon Adenocarcinoma,Bowel,train
S178899,CL0851,CMP0003,Colon Adenocarcinoma,Bowel,train
S178900,CL0851,CMP0004,Colon Adenocarcinoma,Bowel,train
S178901,CL0851,CMP0005,Colon Adenocarcinoma,Bowel,train
S178902,CL0851,CMP0006,Colon Adenocarcinoma,Bowel,train
S178903,CL0851,CMP0008,Colon Adenocarcinoma,Bowel,train
S178904,CL0851,CMP0009,Colon Adenocarcinoma,Bowel,train
S178905,CL0851,CMP0010,Colon Adenocarcinoma,Bowel,train
S178908,CL0851,CMP0013,Colon Adenocarcinoma,Bowel,train
S178909,CL0851,CMP0014,Colon Adenocarcinoma,Bowel,train
S178910,CL0851,CMP0015,Colon Adenocarcinoma,Bowel,train
S178911,CL0851,CMP0016,Colon Adenocarcinoma,Bowel,train
S178912,CL0851,CMP0017,Colon Adenocarcinoma,Bowel,train
S178913,CL0851,CMP0018,Colon Adenocarcinoma,Bowel,train
S178914,CL0851,CMP0019,Colon Adenocarcinoma,Bowel,train
S178915,CL0851,CMP0020,Colon Adenocarcinoma,Bowel,train
S178916,CL0851,CMP0021,Colon Adenocarcinoma,Bowel,train
S178917,CL0851,CMP0022,Colon Adenocarcinoma,Bowel,train
S178918,CL0851,CMP0023,Colon Adenocarcinoma,Bowel,train
S178919,CL0851,CMP0024,Colon Adenocarcinoma,Bowel,train
S178921,CL0851,CMP0027,Colon Adenocarcinoma,Bowel,train
S178922,CL0851,CMP0028,Colon Adenocarcinoma,Bowel,train
S178923,CL0851,CMP0029,Colon Adenocarcinoma,Bowel,train
S178924,CL0851,CMP0030,Colon Adenocarcinoma,Bowel,train
S178926,CL0851,CMP0034,Colon Adenocarcinoma,Bowel,train
S178927,CL0851,CMP0035,Colon Adenocarcinoma,Bowel,train
S178928,CL0851,CMP0036,Colon Adenocarcinoma,Bowel,train
S178929,CL0851,CMP0037,Colon Adenocarcinoma,Bowel,train
S178930,CL0851,CMP0038,Colon Adenocarcinoma,Bowel,train
S178931,CL0851,CMP0039,Colon Adenocarcinoma,Bowel,train
S178932,CL0851,CMP0040,Colon Adenocarcinoma,Bowel,train
S178933,CL0851,CMP0041,Colon Adenocarcinoma,Bowel,train
S178934,CL0851,CMP0042,Colon Adenocarcinoma,Bowel,train
S178935,CL0851,CMP0043,Colon Adenocarcinoma,Bowel,train
S178936,CL0851,CMP0044,Colon Adenocarcinoma,Bowel,train
S178937,CL0851,CMP0045,Colon Adenocarcinoma,Bowel,train
S178938,CL0851,CMP0046,Colon Adenocarcinoma,Bowel,train
S178939,CL0851,CMP0047,Colon Adenocarcinoma,Bowel,train
S178940,CL0851,CMP0048,Colon Adenocarcinoma,Bowel,train
S178941,CL0851,CMP0049,Colon Adenocarcinoma,Bowel,train
S178942,CL0851,CMP0050,Colon Adenocarcinoma,Bowel,train
S178945,CL0851,CMP0053,Colon Adenocarcinoma,Bowel,train
S178946,CL0851,CMP0054,Colon Adenocarcinoma,Bowel,train
S178947,CL0851,CMP0055,Colon Adenocarcinoma,Bowel,train
S178948,CL0851,CMP0056,Colon Adenocarcinoma,Bowel,train
S178949,CL0851,CMP0057,Colon Adenocarcinoma,Bowel,train
S178950,CL0851,CMP0058,Colon Adenocarcinoma,Bowel,train
S178951,CL0851,CMP0059,Colon Adenocarcinoma,Bowel,train
S178952,CL0851,CMP0061,Colon Adenocarcinoma,Bowel,train
S178953,CL0851,CMP0062,Colon Adenocarcinoma,Bowel,train
S178954,CL0851,CMP0063,Colon Adenocarcinoma,Bowel,train
S178955,CL0851,CMP0064,Colon Adenocarcinoma,Bowel,train
S178956,CL0851,CMP0067,Colon Adenocarcinoma,Bowel,train
S178957,CL0851,CMP0068,Colon Adenocarcinoma,Bowel,train
S178958,CL0851,CMP0069,Colon Adenocarcinoma,Bowel,train
S178959,CL0851,CMP0070,Colon Adenocarcinoma,Bowel,train
S178960,CL0851,CMP0072,Colon Adenocarcinoma,Bowel,train
S178961,CL0851,CMP0073,Colon Adenocarcinoma,Bowel,train
S178962,CL0851,CMP0074,Colon Adenocarcinoma,Bowel,train
S178963,CL0851,CMP0075,Colon Adenocarcinoma,Bowel,train
S178964,CL0851,CMP0076,Colon Adenocarcinoma,Bowel,train
S178965,CL0851,CMP0077,Colon Adenocarcinoma,Bowel,train
S178966,CL0851,CMP0079,Colon Adenocarcinoma,Bowel,train
S178968,CL0851,CMP0081,Colon Adenocarcinoma,Bowel,train
S178969,CL0851,CMP0082,Colon Adenocarcinoma,Bowel,train
S178970,CL0851,CMP0083,Colon Adenocarcinoma,Bowel,train
S178971,CL0851,CMP0085,Colon Adenocarcinoma,Bowel,train
S178972,CL0851,CMP0086,Colon Adenocarcinoma,Bowel,train
S178973,CL0851,CMP0087,Colon Adenocarcinoma,Bowel,train
S178975,CL0851,CMP0089,Colon Adenocarcinoma,Bowel,train
S178976,CL0851,CMP0090,Colon Adenocarcinoma,Bowel,train
S178977,CL0851,CMP0091,Colon Adenocarcinoma,Bowel,train
S178978,CL0851,CMP0092,Colon Adenocarcinoma,Bowel,train
S178979,CL0851,CMP0093,Colon Adenocarcinoma,Bowel,train
S178980,CL0851,CMP0094,Colon Adenocarcinoma,Bowel,train
S178981,CL0851,CMP0095,Colon Adenocarcinoma,Bowel,train
S178982,CL0851,CMP0096,Colon Adenocarcinoma,Bowel,train
S178983,CL0851,CMP0097,Colon Adenocarcinoma,Bowel,train
S178984,CL0851,CMP0098,Colon Adenocarcinoma,Bowel,train
S178985,CL0851,CMP0100,Colon Adenocarcinoma,Bowel,train
S178986,CL0851,CMP0101,Colon Adenocarcinoma,Bowel,train
S178988,CL0851,CMP0103,Colon Adenocarcinoma,Bowel,train
S178989,CL0851,CMP0104,Colon Adenocarcinoma,Bowel,train
S178990,CL0851,CMP0105,Colon Adenocarcinoma,Bowel,train
S178991,CL0851,CMP0106,Colon Adenocarcinoma,Bowel,train
S178993,CL0851,CMP0108,Colon Adenocarcinoma,Bowel,train
S178994,CL0851,CMP0109,Colon Adenocarcinoma,Bowel,train
S178995,CL0851,CMP0110,Colon Adenocarcinoma,Bowel,train
S178997,CL0851,CMP0112,Colon Adenocarcinoma,Bowel,train
S178998,CL0851,CMP0113,Colon Adenocarcinoma,Bowel,train
S178999,CL0851,CMP0114,Colon Adenocarcinoma,Bowel,train
S179000,CL0851,CMP0115,Colon Adenocarcinoma,Bowel,train
S179001,CL0851,CMP0116,Colon Adenocarcinoma,Bowel,train
S179002,CL0851,CMP0117,Colon Adenocarcinoma,Bowel,train
S179003,CL0851,CMP0118,Colon Adenocarcinoma,Bowel,train
S179004,CL0851,CMP0119,Colon Adenocarcinoma,Bowel,train
S179006,CL0851,CMP0121,Colon Adenocarcinoma,Bowel,train
S179007,CL0851,CMP0122,Colon Adenocarcinoma,Bowel,train
S179008,CL0851,CMP0123,Colon Adenocarcinoma,Bowel,train
S179009,CL0851,CMP0124,Colon Adenocarcinoma,Bowel,train
S179010,CL0851,CMP0125,Colon Adenocarcinoma,Bowel,train
S179011,CL0851,CMP0126,Colon Adenocarcinoma,Bowel,train
S179012,CL0851,CMP0127,Colon Adenocarcinoma,Bowel,train
S179013,CL0851,CMP0128,Colon Adenocarcinoma,Bowel,train
S179014,CL0851,CMP0129,Colon Adenocarcinoma,Bowel,train
S179015,CL0851,CMP0130,Colon Adenocarcinoma,Bowel,train
S179016,CL0851,CMP0131,Colon Adenocarcinoma,Bowel,train
S179018,CL0851,CMP0133,Colon Adenocarcinoma,Bowel,train
S179019,CL0851,CMP0134,Colon Adenocarcinoma,Bowel,train
S179020,CL0851,CMP0135,Colon Adenocarcinoma,Bowel,train
S179022,CL0851,CMP0137,Colon Adenocarcinoma,Bowel,train
S179023,CL0851,CMP0138,Colon Adenocarcinoma,Bowel,train
S179024,CL0851,CMP0139,Colon Adenocarcinoma,Bowel,train
S179026,CL0851,CMP0141,Colon Adenocarcinoma,Bowel,train
S179027,CL0851,CMP0142,Colon Adenocarcinoma,Bowel,train
S179028,CL0851,CMP0143,Colon Adenocarcinoma,Bowel,train
S179029,CL0851,CMP0144,Colon Adenocarcinoma,Bowel,train
S179030,CL0851,CMP0145,Colon Adenocarcinoma,Bowel,train
S179031,CL0851,CMP0146,Colon Adenocarcinoma,Bowel,train
S179035,CL0851,CMP0150,Colon Adenocarcinoma,Bowel,train
S179036,CL0851,CMP0151,Colon Adenocarcinoma,Bowel,train
S179038,CL0851,CMP0153,Colon Adenocarcinoma,Bowel,train
S179039,CL0851,CMP0154,Colon Adenocarcinoma,Bowel,train
S179040,CL0851,CMP0155,Colon Adenocarcinoma,Bowel,train
S179041,CL0851,CMP0156,Colon Adenocarcinoma,Bowel,train
S179042,CL0851,CMP0157,Colon Adenocarcinoma,Bowel,train
S179043,CL0851,CMP0158,Colon Adenocarcinoma,Bowel,train
S179044,CL0851,CMP0159,Colon Adenocarcinoma,Bowel,train
S179045,CL0851,CMP0160,Colon Adenocarcinoma,Bowel,train
S179046,CL0851,CMP0161,Colon Adenocarcinoma,Bowel,train
S179047,CL0851,CMP0162,Colon Adenocarcinoma,Bowel,train
S179048,CL0851,CMP0163,Colon Adenocarcinoma,Bowel,train
S179050,CL0851,CMP0165,Colon Adenocarcinoma,Bowel,train
S179051,CL0851,CMP0166,Colon Adenocarcinoma,Bowel,train
S179052,CL0851,CMP0167,Colon Adenocarcinoma,Bowel,train
S179053,CL0851,CMP0168,Colon Adenocarcinoma,Bowel,train
S179054,CL0851,CMP0169,Colon Adenocarcinoma,Bowel,train
S179055,CL0851,CMP0170,Colon Adenocarcinoma,Bowel,train
S179056,CL0851,CMP0171,Colon Adenocarcinoma,Bowel,train
S179057,CL0851,CMP0172,Colon Adenocarcinoma,Bowel,train
S179058,CL0851,CMP0173,Colon Adenocarcinoma,Bowel,train
S179060,CL0851,CMP0175,Colon Adenocarcinoma,Bowel,train
S179061,CL0851,CMP0176,Colon Adenocarcinoma,Bowel,train
S179062,CL0851,CMP0177,Colon Adenocarcinoma,Bowel,train
S179063,CL0851,CMP0178,Colon Adenocarcinoma,Bowel,train
S179064,CL0851,CMP0179,Colon Adenocarcinoma,Bowel,train
S179065,CL0851,CMP0180,Colon Adenocarcinoma,Bowel,train
S179066,CL0851,CMP0181,Colon Adenocarcinoma,Bowel,train
S179067,CL0851,CMP0182,Colon Adenocarcinoma,Bowel,train
S179068,CL0851,CMP0183,Colon Adenocarcinoma,Bowel,train
S179070,CL0851,CMP0185,Colon Adenocarcinoma,Bowel,train
S179071,CL0851,CMP0186,Colon Adenocarcinoma,Bowel,train
S179072,CL0851,CMP0187,Colon Adenocarcinoma,Bowel,train
S179073,CL0851,CMP0188,Colon Adenocarcinoma,Bowel,train
S179074,CL0851,CMP0189,Colon Adenocarcinoma,Bowel,train
S179075,CL0851,CMP0190,Colon Adenocarcinoma,Bowel,train
S179076,CL0851,CMP0191,Colon Adenocarcinoma,Bowel,train
S179077,CL0851,CMP0192,Colon Adenocarcinoma,Bowel,train
S179078,CL0851,CMP0193,Colon Adenocarcinoma,Bowel,train
S179079,CL0851,CMP0194,Colon Adenocarcinoma,Bowel,train
S179080,CL0851,CMP0195,Colon Adenocarcinoma,Bowel,train
S179081,CL0851,CMP0196,Colon Adenocarcinoma,Bowel,train
S179082,CL0851,CMP0197,Colon Adenocarcinoma,Bowel,train
S179085,CL0851,CMP0200,Colon Adenocarcinoma,Bowel,train
S179086,CL0851,CMP0201,Colon Adenocarcinoma,Bowel,train
S179087,CL0851,CMP0202,Colon Adenocarcinoma,Bowel,train
S179088,CL0851,CMP0203,Colon Adenocarcinoma,Bowel,train
S179089,CL0851,CMP0204,Colon Adenocarcinoma,Bowel,train
S179091,CL0851,CMP0206,Colon Adenocarcinoma,Bowel,train
S179092,CL0851,CMP0207,Colon Adenocarcinoma,Bowel,train
S179093,CL0851,CMP0208,Colon Adenocarcinoma,Bowel,train
S179094,CL0851,CMP0209,Colon Adenocarcinoma,Bowel,train
S179095,CL0851,CMP0210,Colon Adenocarcinoma,Bowel,train
S179096,CL0851,CMP0211,Colon Adenocarcinoma,Bowel,train
S179098,CL0851,CMP0213,Colon Adenocarcinoma,Bowel,train
S179099,CL0851,CMP0214,Colon Adenocarcinoma,Bowel,train
S179100,CL0851,CMP0215,Colon Adenocarcinoma,Bowel,train
S179101,CL0851,CMP0216,Colon Adenocarcinoma,Bowel,train
S179102,CL0851,CMP0218,Colon Adenocarcinoma,Bowel,train
S179103,CL0851,CMP0219,Colon Adenocarcinoma,Bowel,train
S179104,CL0851,CMP0220,Colon Adenocarcinoma,Bowel,train
S179105,CL0851,CMP0221,Colon Adenocarcinoma,Bowel,train
S179106,CL0851,CMP0222,Colon Adenocarcinoma,Bowel,train
S179107,CL0851,CMP0223,Colon Adenocarcinoma,Bowel,train
S179108,CL0851,CMP0224,Colon Adenocarcinoma,Bowel,train
S179110,CL0851,CMP0226,Colon Adenocarcinoma,Bowel,train
S179113,CL0851,CMP0229,Colon Adenocarcinoma,Bowel,train
S179114,CL0851,CMP0231,Colon Adenocarcinoma,Bowel,train
S179115,CL0851,CMP0232,Colon Adenocarcinoma,Bowel,train
S179116,CL0851,CMP0233,Colon Adenocarcinoma,Bowel,train
S179117,CL0851,CMP0234,Colon Adenocarcinoma,Bowel,train
S179118,CL0851,CMP0237,Colon Adenocarcinoma,Bowel,train
S179119,CL0851,CMP0238,Colon Adenocarcinoma,Bowel,train
S179123,CL0851,CMP0242,Colon Adenocarcinoma,Bowel,train
S179341,CL0853,CMP0001,Cervical Squamous Cell Carcinoma,Cervix,train
S179342,CL0853,CMP0002,Cervical Squamous Cell Carcinoma,Cervix,train
S179343,CL0853,CMP0003,Cervical Squamous Cell Carcinoma,Cervix,train
S179344,CL0853,CMP0004,Cervical Squamous Cell Carcinoma,Cervix,train
S179345,CL0853,CMP0005,Cervical Squamous Cell Carcinoma,Cervix,train
S179346,CL0853,CMP0006,Cervical Squamous Cell Carcinoma,Cervix,train
S179347,CL0853,CMP0008,Cervical Squamous Cell Carcinoma,Cervix,train
S179348,CL0853,CMP0009,Cervical Squamous Cell Carcinoma,Cervix,train
S179349,CL0853,CMP0010,Cervical Squamous Cell Carcinoma,Cervix,train
S179352,CL0853,CMP0013,Cervical Squamous Cell Carcinoma,Cervix,train
S179353,CL0853,CMP0014,Cervical Squamous Cell Carcinoma,Cervix,train
S179354,CL0853,CMP0015,Cervical Squamous Cell Carcinoma,Cervix,train
S179355,CL0853,CMP0016,Cervical Squamous Cell Carcinoma,Cervix,train
