sample_id,cell_id,compound_id,role
S174894,CL0832,CMP0139,train
S174895,CL0832,CMP0140,train
S174896,CL0832,CMP0141,test
S174898,CL0832,CMP0143,train
S174899,CL0832,CMP0144,train
S174900,CL0832,CMP0145,train
S174902,CL0832,CMP0147,train
S174903,CL0832,CMP0148,train
S174904,CL0832,CMP0149,train
S174905,CL0832,CMP0150,train
S174906,CL0832,CMP0151,train
S174907,CL0832,CMP0152,test
S174908,CL0832,CMP0153,train
S174910,CL0832,CMP0155,test
S174911,CL0832,CMP0156,train
S174912,CL0832,CMP0157,train
S174913,CL0832,CMP0158,train
S174914,CL0832,CMP0159,train
S174915,CL0832,CMP0160,train
S174917,CL0832,CMP0162,train
S174918,CL0832,CMP0163,test
S174919,CL0832,CMP0164,test
S174920,CL0832,CMP0165,train
S174922,CL0832,CMP0167,train
S174924,CL0832,CMP0169,train
S174925,CL0832,CMP0170,train
S174926,CL0832,CMP0171,test
S174927,CL0832,CMP0172,train
S174928,CL0832,CMP0173,train
S174929,CL0832,CMP0174,train
S174930,CL0832,CMP0175,train
S174931,CL0832,CMP0176,train
S174932,CL0832,CMP0177,train
S174933,CL0832,CMP0178,train
S174936,CL0832,CMP0181,train
S174937,CL0832,CMP0182,train
S174938,CL0832,CMP0183,train
S174939,CL0832,CMP0184,test
S174940,CL0832,CMP0185,train
S174941,CL0832,CMP0186,train
S174942,CL0832,CMP0187,train
S174943,CL0832,CMP0188,test
S174944,CL0832,CMP0189,train
S174945,CL0832,CMP0190,train
S174947,CL0832,CMP0192,test
S174948,CL0832,CMP0193,test
S174949,CL0832,CMP0194,train
S174950,CL0832,CMP0195,train
S174951,CL0832,CMP0196,train
S174952,CL0832,CMP0197,test
S174953,CL0832,CMP0198,test
S174954,CL0832,CMP0199,train
S174956,CL0832,CMP0201,train
S174957,CL0832,CMP0202,train
S174958,CL0832,CMP0203,test
S174959,CL0832,CMP0204,train
S174960,CL0832,CMP0205,train
S174961,CL0832,CMP0206,test
S174962,CL0832,CMP0207,train
S174964,CL0832,CMP0209,train
S174966,CL0832,CMP0211,train
S174968,CL0832,CMP0213,train
S174969,CL0832,CMP0214,train
S174971,CL0832,CMP0216,test
S174972,CL0832,CMP0218,train
S174973,CL0832,CMP0219,train
S174975,CL0832,CMP0221,train
S174976,CL0832,CMP0222,train
S174977,CL0832,CMP0223,train
S174978,CL0832,CMP0224,train
S174979,CL0832,CMP0225,test
S174980,CL0832,CMP0226,test
S174982,CL0832,CMP0228,train
S174983,CL0832,CMP0229,train
S174984,CL0832,CMP0231,train
S174985,CL0832,CMP0232,train
S174986,CL0832,CMP0233,train
S174987,CL0832,CMP0238,train
S174988,CL0833,CMP0001,train
S174990,CL0833,CMP0006,train
S174992,CL0833,CMP0008,train
S174994,CL0833,CMP0010,train
S174995,CL0833,CMP0011,test
S174998,CL0833,CMP0014,train
S174999,CL0833,CMP0015,train
S175000,CL0833,CMP0016,test
S175001,CL0833,CMP0017,test
S175002,CL0833,CMP0018,train
S175003,CL0833,CMP0019,train
S175004,CL0833,CMP0020,train
S175005,CL0833,CMP0021,test
S175007,CL0833,CMP0023,train
S175008,CL0833,CMP0024,train
S175009,CL0833,CMP0025,train
S175010,CL0833,CMP0026,train
S175011,CL0833,CMP0027,train
S175012,CL0833,CMP0028,train
S175013,CL0833,CMP0029,train
S175014,CL0833,CMP0030,test
S175015,CL0833,CMP0031,train
S175016,CL0833,CMP0032,test
S175017,CL0833,CMP0033,train
S175019,CL0833,CMP0035,train
S175020,CL0833,CMP0036,train
S175022,CL0833,CMP0038,train
S175023,CL0833,CMP0039,train
S175025,CL0833,CMP0041,train
S175026,CL0833,CMP0042,train
S175027,CL0833,CMP0043,train
S175028,CL0833,CMP0044,train
S175029,CL0833,CMP0045,train
S175030,CL0833,CMP0046,test
S175031,CL0833,CMP0048,train
S175032,CL0833,CMP0049,train
S175033,CL0833,CMP0050,train
S175034,CL0833,CMP0051,test
S175035,CL0833,CMP0052,train
S175036,CL0833,CMP0053,train
S175037,CL0833,CMP0054,train
S175038,CL0833,CMP0055,train
S175040,CL0833,CMP0057,train
S175041,CL0833,CMP0058,train
S175042,CL0833,CMP0059,train
S175043,CL0833,CMP0060,train
S175044,CL0833,CMP0061,test
S175045,CL0833,CMP0062,train
S175046,CL0833,CMP0063,train
S175047,CL0833,CMP0064,test
S175048,CL0833,CMP0065,train
S175049,CL0833,CMP0066,train
S175050,CL0833,CMP0067,train
S175051,CL0833,CMP0068,train
S175054,CL0833,CMP0072,test
S175056,CL0833,CMP0074,train
S175057,CL0833,CMP0075,test
S175058,CL0833,CMP0076,test
S175059,CL0833,CMP0077,train
S175060,CL0833,CMP0078,train
S175061,CL0833,CMP0079,train
S175062,CL0833,CMP0080,train
S175063,CL0833,CMP0081,train
S175064,CL0833,CMP0082,train
S175065,CL0833,CMP0083,train
S175066,CL0833,CMP0084,train
S175067,CL0833,CMP0085,train
S175068,CL0833,CMP0086,train
S175069,CL0833,CMP0087,train
S175070,CL0833,CMP0088,train
S175071,CL0833,CMP0089,train
S175072,CL0833,CMP0090,train
S175073,CL0833,CMP0091,train
S175074,CL0833,CMP0092,train
S175075,CL0833,CMP0094,train
S175077,CL0833,CMP0096,train
S175078,CL0833,CMP0097,train
S175079,CL0833,CMP0098,train
S175080,CL0833,CMP0099,train
S175081,CL0833,CMP0100,train
S175082,CL0833,CMP0101,train
S175083,CL0833,CMP0102,train
S175084,CL0833,CMP0103,train
S175085,CL0833,CMP0104,train
S175086,CL0833,CMP0105,train
S175087,CL0833,CMP0106,test
S175088,CL0833,CMP0107,train
S175089,CL0833,CMP0108,train
S175090,CL0833,CMP0109,test
S175092,CL0833,CMP0111,train
S175093,CL0833,CMP0112,test
S175094,CL0833,CMP0113,train
S175095,CL0833,CMP0114,train
S175096,CL0833,CMP0115,train
S175097,CL0833,CMP0116,train
S175100,CL0833,CMP0119,test
S175101,CL0833,CMP0120,train
S175102,CL0833,CMP0121,test
S175103,CL0833,CMP0122,train
S175104,CL0833,CMP0123,train
S175105,CL0833,CMP0124,train
S175106,CL0833,CMP0125,train
S175107,CL0833,CMP0126,train
S175108,CL0833,CMP0127,train
S175109,CL0833,CMP0128,train
S175111,CL0833,CMP0130,train
S175112,CL0833,CMP0131,train
S175113,CL0833,CMP0132,train
S175114,CL0833,CMP0133,test
S175115,CL0833,CMP0134,test
S175116,CL0833,CMP0135,train
S175117,CL0833,CMP0136,train
S175119,CL0833,CMP0138,train
S175120,CL0833,CMP0139,train
S175121,CL0833,CMP0140,train
S175122,CL0833,CMP0141,train
S175124,CL0833,CMP0143,train
S175125,CL0833,CMP0144,train
S175126,CL0833,CMP0145,train
S175128,CL0833,CMP0147,test
S175129,CL0833,CMP0148,train
S175130,CL0833,CMP0149,train
S175131,CL0833,CMP0150,train
S175132,CL0833,CMP0151,test
S175133,CL0833,CMP0152,train
S175134,CL0833,CMP0153,train
S175136,CL0833,CMP0155,train
S175137,CL0833,CMP0156,train
S175138,CL0833,CMP0157,test
S175139,CL0833,CMP0158,train
S175140,CL0833,CMP0159,train
S175141,CL0833,CMP0160,train
S175143,CL0833,CMP0162,train
S175144,CL0833,CMP0163,test
S175145,CL0833,CMP0164,train
S175146,CL0833,CMP0165,train
S175148,CL0833,CMP0167,test
S175150,CL0833,CMP0169,train
S175151,CL0833,CMP0170,test
S175152,CL0833,CMP0171,test
S175153,CL0833,CMP0172,train
S175154,CL0833,CMP0173,train
S175155,CL0833,CMP0174,train
S175156,CL0833,CMP0175,train
S175157,CL0833,CMP0176,train
S175158,CL0833,CMP0177,train
S175159,CL0833,CMP0178,train
S175162,CL0833,CMP0181,train
S175163,CL0833,CMP0182,train
S175164,CL0833,CMP0183,train
S175165,CL0833,CMP0184,train
S175166,CL0833,CMP0185,train
S175167,CL0833,CMP0186,train
S175168,CL0833,CMP0187,train
S175169,CL0833,CMP0188,test
S175170,CL0833,CMP0189,train
S175171,CL0833,CMP0190,test
S175173,CL0833,CMP0192,train
S175174,CL0833,CMP0193,train
S175175,CL0833,CMP0194,train
S175176,CL0833,CMP0195,train
S175177,CL0833,CMP0196,train
S175178,CL0833,CMP0197,train
S175179,CL0833,CMP0198,train
S175181,CL0833,CMP0201,train
S175182,CL0833,CMP0203,train
S175184,CL0833,CMP0209,train
S175186,CL0833,CMP0211,train
S175188,CL0833,CMP0213,train
S175190,CL0833,CMP0218,test
S175192,CL0833,CMP0221,test
S175193,CL0833,CMP0222,train
S175194,CL0833,CMP0223,train
S175195,CL0833,CMP0230,train
S175196,CL0833,CMP0231,train
S175197,CL0833,CMP0232,train
S175198,CL0833,CMP0233,test
S175199,CL0833,CMP0234,train
S175200,CL0833,CMP0235,train
S175202,CL0833,CMP0237,train
S175203,CL0834,CMP0001,train
S175205,CL0834,CMP0006,train
S175207,CL0834,CMP0008,train
S175209,CL0834,CMP0010,train
S175210,CL0834,CMP0011,test
S175213,CL0834,CMP0014,train
S175214,CL0834,CMP0015,test
S175215,CL0834,CMP0016,train
S175216,CL0834,CMP0017,train
S175217,CL0834,CMP0018,train
S175218,CL0834,CMP0019,train
S175219,CL0834,CMP0020,train
S175220,CL0834,CMP0021,train
S175222,CL0834,CMP0023,train
S175223,CL0834,CMP0024,train
S175224,CL0834,CMP0025,train
S175225,CL0834,CMP0026,train
S175226,CL0834,CMP0027,train
S175227,CL0834,CMP0028,train
S175228,CL0834,CMP0029,train
S175229,CL0834,CMP0030,train
S175230,CL0834,CMP0031,train
S175231,CL0834,CMP0032,test
S175232,CL0834,CMP0033,train
S175234,CL0834,CMP0035,train
S175235,CL0834,CMP0036,train
S175237,CL0834,CMP0038,test
S175238,CL0834,CMP0039,train
S175240,CL0834,CMP0041,train
S175241,CL0834,CMP0042,test
S175242,CL0834,CMP0043,train
S175243,CL0834,CMP0044,train
S175244,CL0834,CMP0045,train
S175245,CL0834,CMP0046,train
S175246,CL0834,CMP0048,train
S175247,CL0834,CMP0049,test
S175248,CL0834,CMP0050,train
S175249,CL0834,CMP0051,train
S175250,CL0834,CMP0053,train
S175251,CL0834,CMP0054,train
S175252,CL0834,CMP0055,train
S175254,CL0834,CMP0057,test
S175255,CL0834,CMP0058,train
S175256,CL0834,CMP0059,train
S175257,CL0834,CMP0060,train
S175258,CL0834,CMP0061,train
S175259,CL0834,CMP0062,test
S175260,CL0834,CMP0063,test
S175261,CL0834,CMP0064,train
S175262,CL0834,CMP0065,train
S175263,CL0834,CMP0066,train
S175264,CL0834,CMP0067,train
S175265,CL0834,CMP0068,train
S175268,CL0834,CMP0072,train
S175270,CL0834,CMP0074,train
S175271,CL0834,CMP0075,train
S175272,CL0834,CMP0076,train
S175273,CL0834,CMP0077,test
S175274,CL0834,CMP0078,train
S175275,CL0834,CMP0079,train
S175276,CL0834,CMP0080,train
S175277,CL0834,CMP0081,train
S175278,CL0834,CMP0082,test
S175279,CL0834,CMP0083,train
S175280,CL0834,CMP0084,train
S175281,CL0834,CMP0085,train
S175282,CL0834,CMP0086,test
S175283,CL0834,CMP0087,train
S175284,CL0834,CMP0088,train
S175285,CL0834,CMP0089,train
S175286,CL0834,CMP0090,train
S175287,CL0834,CMP0091,train
S175288,CL0834,CMP0092,train
S175289,CL0834,CMP0098,test
S175290,CL0834,CMP0099,train
S175291,CL0834,CMP0100,train
S175292,CL0834,CMP0101,train
S175293,CL0834,CMP0102,train
S175294,CL0834,CMP0103,train
S175295,CL0834,CMP0104,train
S175296,CL0834,CMP0105,train
S175297,CL0834,CMP0106,train
S175298,CL0834,CMP0107,train
S175299,CL0834,CMP0108,train
S175300,CL0834,CMP0109,train
S175302,CL0834,CMP0111,train
S175303,CL0834,CMP0112,train
S175304,CL0834,CMP0113,train
S175305,CL0834,CMP0114,test
S175306,CL0834,CMP0115,train
S175307,CL0834,CMP0120,train
S175308,CL0834,CMP0121,train
S175309,CL0834,CMP0122,train
S175310,CL0834,CMP0123,test
S175311,CL0834,CMP0124,train
S175312,CL0834,CMP0125,train
S175313,CL0834,CMP0126,train
S175314,CL0834,CMP0127,train
S175315,CL0834,CMP0128,test
S175317,CL0834,CMP0130,test
S175318,CL0834,CMP0131,test
S175319,CL0834,CMP0132,train
S175320,CL0834,CMP0133,train
S175321,CL0834,CMP0134,test
S175322,CL0834,CMP0135,test
S175323,CL0834,CMP0136,train
S175325,CL0834,CMP0138,train
S175326,CL0834,CMP0139,train
S175327,CL0834,CMP0140,train
S175328,CL0834,CMP0145,train
S175330,CL0834,CMP0171,test
S175331,CL0834,CMP0172,train
S175332,CL0834,CMP0173,train
S175333,CL0834,CMP0174,test
S175334,CL0834,CMP0175,train
S175335,CL0834,CMP0176,test
S175336,CL0834,CMP0177,train
S175337,CL0834,CMP0178,train
S175340,CL0834,CMP0181,train
S175341,CL0834,CMP0182,train
S175342,CL0834,CMP0183,test
S175343,CL0834,CMP0184,test
S175344,CL0834,CMP0185,train
S175345,CL0834,CMP0186,test
S175346,CL0834,CMP0187,train
S175347,CL0834,CMP0188,train
S175348,CL0834,CMP0189,train
S175349,CL0834,CMP0190,train
S175351,CL0834,CMP0192,test
S175352,CL0834,CMP0193,test
S175353,CL0834,CMP0194,test
S175354,CL0834,CMP0195,train
S175355,CL0834,CMP0196,test
S175356,CL0834,CMP0197,train
S175357,CL0834,CMP0198,train
S175359,CL0834,CMP0201,train
S175360,CL0834,CMP0203,train
S175362,CL0834,CMP0209,train
S175364,CL0834,CMP0211,train
S175366,CL0834,CMP0213,train
S175368,CL0834,CMP0218,train
S175370,CL0834,CMP0221,train
S175371,CL0834,CMP0222,train
S175372,CL0834,CMP0223,train
S175373,CL0834,CMP0230,train
S175374,CL0834,CMP0231,train
S175375,CL0834,CMP0232,train
S175376,CL0834,CMP0233,train
S175377,CL0834,CMP0234,test
S175378,CL0834,CMP0235,train
S175380,CL0834,CMP0237,train
S175381,CL0835,CMP0001,train
S175382,CL0835,CMP0003,train
S175383,CL0835,CMP0004,train
S175385,CL0835,CMP0006,train
S175386,CL0835,CMP0008,train
S175388,CL0835,CMP0010,train
S175389,CL0835,CMP0011,train
S175392,CL0835,CMP0014,train
S175393,CL0835,CMP0015,test
S175394,CL0835,CMP0016,train
S175395,CL0835,CMP0017,train
S175396,CL0835,CMP0018,train
S175397,CL0835,CMP0019,test
S175398,CL0835,CMP0020,train
S175399,CL0835,CMP0021,train
S175401,CL0835,CMP0023,train
S175402,CL0835,CMP0024,train
S175403,CL0835,CMP0025,train
S175404,CL0835,CMP0027,train
S175405,CL0835,CMP0028,test
S175406,CL0835,CMP0029,train
S175407,CL0835,CMP0030,train
S175408,CL0835,CMP0032,train
S175410,CL0835,CMP0035,train
S175411,CL0835,CMP0036,train
S175413,CL0835,CMP0038,test
S175414,CL0835,CMP0039,train
S175416,CL0835,CMP0041,train
S175417,CL0835,CMP0042,train
S175418,CL0835,CMP0043,train
S175419,CL0835,CMP0044,train
S175420,CL0835,CMP0045,train
S175421,CL0835,CMP0046,train
S175423,CL0835,CMP0048,train
S175424,CL0835,CMP0049,train
S175425,CL0835,CMP0050,train
S175426,CL0835,CMP0051,train
S175427,CL0835,CMP0052,train
S175428,CL0835,CMP0053,train
S175429,CL0835,CMP0054,train
S175430,CL0835,CMP0055,train
S175432,CL0835,CMP0057,train
S175433,CL0835,CMP0058,train
S175434,CL0835,CMP0059,train
S175435,CL0835,CMP0060,train
S175436,CL0835,CMP0061,train
S175437,CL0835,CMP0062,train
S175438,CL0835,CMP0063,test
S175439,CL0835,CMP0064,train
S175440,CL0835,CMP0067,train
S175441,CL0835,CMP0068,test
S175443,CL0835,CMP0072,train
S175445,CL0835,CMP0074,train
S175446,CL0835,CMP0075,train
S175447,CL0835,CMP0076,train
S175448,CL0835,CMP0077,train
S175449,CL0835,CMP0080,train
S175450,CL0835,CMP0081,train
S175451,CL0835,CMP0082,test
S175452,CL0835,CMP0083,train
S175453,CL0835,CMP0086,train
S175454,CL0835,CMP0087,train
S175455,CL0835,CMP0088,train
S175456,CL0835,CMP0089,train
S175457,CL0835,CMP0090,train
S175458,CL0835,CMP0091,train
S175459,CL0835,CMP0092,train
S175460,CL0835,CMP0093,train
S175461,CL0835,CMP0094,train
S175463,CL0835,CMP0096,train
S175464,CL0835,CMP0097,train
S175465,CL0835,CMP0098,train
S175466,CL0835,CMP0100,train
S175467,CL0835,CMP0101,train
S175468,CL0835,CMP0102,train
S175469,CL0835,CMP0103,train
S175470,CL0835,CMP0104,train
S175471,CL0835,CMP0105,train
S175472,CL0835,CMP0106,test
S175473,CL0835,CMP0107,train
S175474,CL0835,CMP0108,train
S175475,CL0835,CMP0109,train
S175477,CL0835,CMP0111,train
S175478,CL0835,CMP0112,train
S175479,CL0835,CMP0113,train
S175480,CL0835,CMP0114,train
S175481,CL0835,CMP0115,train
S175482,CL0835,CMP0116,test
S175485,CL0835,CMP0119,test
S175486,CL0835,CMP0120,train
S175487,CL0835,CMP0121,train
S175488,CL0835,CMP0122,train
S175489,CL0835,CMP0123,train
S175490,CL0835,CMP0124,train
S175491,CL0835,CMP0125,test
S175492,CL0835,CMP0126,train
S175493,CL0835,CMP0127,train
S175494,CL0835,CMP0128,test
S175496,CL0835,CMP0130,train
S175497,CL0835,CMP0131,test
S175498,CL0835,CMP0132,train
S175499,CL0835,CMP0133,train
S175500,CL0835,CMP0134,train
S175501,CL0835,CMP0135,test
S175502,CL0835,CMP0136,train
S175504,CL0835,CMP0138,test
S175505,CL0835,CMP0139,train
S175506,CL0835,CMP0140,train
S175507,CL0835,CMP0141,train
S175509,CL0835,CMP0143,train
S175510,CL0835,CMP0144,train
S175511,CL0835,CMP0145,train
S175513,CL0835,CMP0147,train
S175514,CL0835,CMP0148,test
S175515,CL0835,CMP0149,train
S175516,CL0835,CMP0150,train
S175517,CL0835,CMP0151,train
S175518,CL0835,CMP0152,train
S175519,CL0835,CMP0153,test
S175521,CL0835,CMP0155,train
S175522,CL0835,CMP0156,train
S175523,CL0835,CMP0157,test
S175524,CL0835,CMP0158,test
S175525,CL0835,CMP0159,train
S175526,CL0835,CMP0160,test
S175527,CL0835,CMP0162,train
S175528,CL0835,CMP0163,train
S175529,CL0835,CMP0164,train
S175530,CL0835,CMP0165,train
S175532,CL0835,CMP0167,train
S175534,CL0835,CMP0169,train
S175535,CL0835,CMP0170,test
S175536,CL0835,CMP0171,test
S175537,CL0835,CMP0172,train
S175538,CL0835,CMP0173,train
S175539,CL0835,CMP0174,train
S175540,CL0835,CMP0175,train
S175541,CL0835,CMP0176,train
S175542,CL0835,CMP0177,train
S175543,CL0835,CMP0178,test
S175546,CL0835,CMP0181,train
S175547,CL0835,CMP0182,train
S175548,CL0835,CMP0183,train
S175549,CL0835,CMP0184,train
S175550,CL0835,CMP0185,train
S175551,CL0835,CMP0186,train
S175552,CL0835,CMP0187,test
S175553,CL0835,CMP0188,train
S175554,CL0835,CMP0189,train
S175555,CL0835,CMP0190,train
S175557,CL0835,CMP0192,train
S175558,CL0835,CMP0193,train
S175559,CL0835,CMP0194,train
S175560,CL0835,CMP0195,train
S175561,CL0835,CMP0196,train
S175562,CL0835,CMP0197,train
S175563,CL0835,CMP0198,train
S175564,CL0835,CMP0199,train
S175566,CL0835,CMP0201,train
S175567,CL0835,CMP0202,train
S175568,CL0835,CMP0203,train
S175569,CL0835,CMP0204,train
S175570,CL0835,CMP0205,test
S175571,CL0835,CMP0206,train
S175572,CL0835,CMP0207,test
S175574,CL0835,CMP0209,train
S175576,CL0835,CMP0211,test
S175578,CL0835,CMP0213,test
S175579,CL0835,CMP0214,train
S175581,CL0835,CMP0216,train
S175582,CL0835,CMP0217,train
S175583,CL0835,CMP0218,train
S175584,CL0835,CMP0219,train
S175586,CL0835,CMP0221,train
S175587,CL0835,CMP0222,train
S175588,CL0835,CMP0223,test
S175589,CL0835,CMP0224,train
S175590,CL0835,CMP0225,train
S175591,CL0835,CMP0226,train
S175593,CL0835,CMP0228,train
S175594,CL0835,CMP0229,train
S175595,CL0835,CMP0231,train
S175596,CL0835,CMP0232,train
S175597,CL0835,CMP0233,train
S175598,CL0835,CMP0234,train
S175599,CL0835,CMP0237,train
S175600,CL0835,CMP0238,train
S175601,CL0835,CMP0239,train
S175602,CL0835,CMP0240,train
S175603,CL0835,CMP0241,train
S175604,CL0835,CMP0242,test
S175830,CL0837,CMP0001,train
S175831,CL0837,CMP0002,train
S175832,CL0837,CMP0003,train
S175833,CL0837,CMP0004,train
S175835,CL0837,CMP0006,train
S175836,CL0837,CMP0008,train
S175838,CL0837,CMP0010,train
S175839,CL0837,CMP0011,train
S175842,CL0837,CMP0014,train
S175843,CL0837,CMP0015,train
S175844,CL0837,CMP0016,train
S175845,CL0837,CMP0017,train
S175846,CL0837,CMP0018,test
S175847,CL0837,CMP0019,train
S175848,CL0837,CMP0020,train
S175849,CL0837,CMP0021,train
S175851,CL0837,CMP0023,train
S175852,CL0837,CMP0024,test
S175853,CL0837,CMP0025,train
S175854,CL0837,CMP0027,train
S175855,CL0837,CMP0028,test
S175856,CL0837,CMP0029,train
S175857,CL0837,CMP0030,train
S175858,CL0837,CMP0032,test
S175860,CL0837,CMP0035,train
S175861,CL0837,CMP0036,train
S175863,CL0837,CMP0038,test
S175864,CL0837,CMP0039,test
S175866,CL0837,CMP0041,train
S175867,CL0837,CMP0042,train
S175868,CL0837,CMP0043,train
S175869,CL0837,CMP0044,train
S175870,CL0837,CMP0045,train
S175871,CL0837,CMP0046,train
S175873,CL0837,CMP0048,test
S175874,CL0837,CMP0049,train
S175875,CL0837,CMP0050,train
S175876,CL0837,CMP0051,train
S175877,CL0837,CMP0052,train
S175878,CL0837,CMP0053,train
S175879,CL0837,CMP0054,test
S175880,CL0837,CMP0055,train
S175882,CL0837,CMP0057,train
S175883,CL0837,CMP0058,train
S175884,CL0837,CMP0059,test
S175885,CL0837,CMP0060,train
S175886,CL0837,CMP0061,test
S175887,CL0837,CMP0062,train
S175888,CL0837,CMP0063,train
S175889,CL0837,CMP0064,train
S175890,CL0837,CMP0067,test
S175891,CL0837,CMP0068,train
S175893,CL0837,CMP0072,test
S175895,CL0837,CMP0074,train
S175896,CL0837,CMP0075,train
S175897,CL0837,CMP0076,test
S175898,CL0837,CMP0077,train
S175899,CL0837,CMP0080,train
S175900,CL0837,CMP0081,train
S175901,CL0837,CMP0082,train
S175902,CL0837,CMP0083,train
S175903,CL0837,CMP0086,train
S175904,CL0837,CMP0087,train
S175905,CL0837,CMP0088,test
S175906,CL0837,CMP0089,train
S175907,CL0837,CMP0090,train
S175908,CL0837,CMP0091,test
S175909,CL0837,CMP0092,train
S175910,CL0837,CMP0093,test
S175911,CL0837,CMP0094,test
S175913,CL0837,CMP0096,train
S175914,CL0837,CMP0097,test
S175915,CL0837,CMP0098,train
S175916,CL0837,CMP0100,train
S175917,CL0837,CMP0101,test
S175918,CL0837,CMP0102,train
S175919,CL0837,CMP0103,train
S175920,CL0837,CMP0104,train
S175921,CL0837,CMP0105,train
S175922,CL0837,CMP0106,train
S175923,CL0837,CMP0107,train
S175924,CL0837,CMP0108,train
S175925,CL0837,CMP0109,train
S175927,CL0837,CMP0111,train
S175928,CL0837,CMP0112,train
S175929,CL0837,CMP0113,train
S175930,CL0837,CMP0114,train
S175931,CL0837,CMP0115,train
S175932,CL0837,CMP0116,train
S175935,CL0837,CMP0119,train
S175936,CL0837,CMP0120,train
S175937,CL0837,CMP0121,train
S175938,CL0837,CMP0122,train
S175939,CL0837,CMP0123,train
S175940,CL0837,CMP0124,train
S175941,CL0837,CMP0125,train
S175942,CL0837,CMP0127,train
S175943,CL0837,CMP0128,test
S175945,CL0837,CMP0130,train
S175946,CL0837,CMP0131,train
S175947,CL0837,CMP0132,train
S175948,CL0837,CMP0133,test
S175949,CL0837,CMP0134,test
S175950,CL0837,CMP0135,train
S175951,CL0837,CMP0136,test
S175953,CL0837,CMP0138,train
S175954,CL0837,CMP0139,train
S175955,CL0837,CMP0140,train
S175956,CL0837,CMP0141,train
S175958,CL0837,CMP0143,train
S175959,CL0837,CMP0144,train
S175960,CL0837,CMP0145,test
S175962,CL0837,CMP0147,train
S175963,CL0837,CMP0148,train
S175964,CL0837,CMP0149,train
S175965,CL0837,CMP0150,train
S175966,CL0837,CMP0151,train
S175967,CL0837,CMP0152,train
S175968,CL0837,CMP0153,train
S175970,CL0837,CMP0155,train
S175971,CL0837,CMP0156,test
S175972,CL0837,CMP0157,train
S175973,CL0837,CMP0158,train
S175974,CL0837,CMP0159,test
S175975,CL0837,CMP0160,train
S175977,CL0837,CMP0162,test
S175978,CL0837,CMP0163,train
S175979,CL0837,CMP0164,train
S175980,CL0837,CMP0165,train
S175982,CL0837,CMP0167,test
S175984,CL0837,CMP0169,train
S175985,CL0837,CMP0170,test
S175986,CL0837,CMP0171,train
S175987,CL0837,CMP0172,train
S175988,CL0837,CMP0173,train
S175989,CL0837,CMP0174,test
S175990,CL0837,CMP0175,train
S175991,CL0837,CMP0176,train
S175992,CL0837,CMP0177,test
S175993,CL0837,CMP0178,train
S175996,CL0837,CMP0181,train
S175997,CL0837,CMP0182,train
S175998,CL0837,CMP0183,test
S175999,CL0837,CMP0184,train
S176000,CL0837,CMP0185,train
S176001,CL0837,CMP0186,test
S176002,CL0837,CMP0187,train
S176003,CL0837,CMP0188,train
S176004,CL0837,CMP0189,train
S176005,CL0837,CMP0190,train
S176007,CL0837,CMP0192,train
S176008,CL0837,CMP0193,train
S176009,CL0837,CMP0194,train
S176010,CL0837,CMP0195,train
S176011,CL0837,CMP0196,train
S176012,CL0837,CMP0197,train
S176013,CL0837,CMP0198,test
S176014,CL0837,CMP0199,train
S176016,CL0837,CMP0201,train
S176017,CL0837,CMP0202,train
S176018,CL0837,CMP0203,train
S176019,CL0837,CMP0204,test
S176020,CL0837,CMP0205,test
S176021,CL0837,CMP0206,train
S176022,CL0837,CMP0207,train
S176024,CL0837,CMP0209,train
S176026,CL0837,CMP0211,train
S176028,CL0837,CMP0213,test
S176029,CL0837,CMP0214,train
S176031,CL0837,CMP0216,train
S176032,CL0837,CMP0217,train
S176033,CL0837,CMP0218,train
S176034,CL0837,CMP0219,test
S176036,CL0837,CMP0221,train
S176037,CL0837,CMP0222,train
S176038,CL0837,CMP0223,train
S176039,CL0837,CMP0224,train
S176040,CL0837,CMP0225,train
S176041,CL0837,CMP0226,train
S176043,CL0837,CMP0228,train
S176044,CL0837,CMP0229,train
S176045,CL0837,CMP0231,train
S176046,CL0837,CMP0232,test
S176047,CL0837,CMP0233,test
S176048,CL0837,CMP0234,train
S176049,CL0837,CMP0237,train
S176050,CL0837,CMP0238,train
S176051,CL0837,CMP0239,train
S176052,CL0837,CMP0240,train
S176053,CL0837,CMP0241,test
S176054,CL0837,CMP0242,train
S176055,CL0838,CMP0001,train
S176056,CL0838,CMP0002,train
S176057,CL0838,CMP0003,train
S176058,CL0838,CMP0004,test
S176060,CL0838,CMP0006,train
S176061,CL0838,CMP0008,test
S176063,CL0838,CMP0010,train
S176064,CL0838,CMP0011,train
S176067,CL0838,CMP0014,train
S176068,CL0838,CMP0015,train
S176069,CL0838,CMP0016,train
S176070,CL0838,CMP0017,train
S176071,CL0838,CMP0018,train
S176072,CL0838,CMP0019,test
S176073,CL0838,CMP0020,train
S176074,CL0838,CMP0021,train
S176076,CL0838,CMP0023,train
S176077,CL0838,CMP0024,train
S176078,CL0838,CMP0025,train
S176079,CL0838,CMP0027,train
S176080,CL0838,CMP0028,test
S176081,CL0838,CMP0029,train
S176082,CL0838,CMP0030,train
S176083,CL0838,CMP0032,train
S176085,CL0838,CMP0035,test
S176086,CL0838,CMP0036,train
S176088,CL0838,CMP0038,test
S176089,CL0838,CMP0039,train
S176091,CL0838,CMP0041,train
S176092,CL0838,CMP0042,train
S176093,CL0838,CMP0043,train
