sample_id,cell_id,compound_id,cell_group,oncotree_lineage,role
S171447,CL0817,CMP0016,CG_CL0817,Myeloid,test
S171448,CL0817,CMP0017,CG_CL0817,Myeloid,test
S171449,CL0817,CMP0018,CG_CL0817,Myeloid,test
S171450,CL0817,CMP0019,CG_CL0817,Myeloid,test
S171451,CL0817,CMP0020,CG_CL0817,Myeloid,test
S171452,CL0817,CMP0021,CG_CL0817,Myeloid,test
S171453,CL0817,CMP0022,CG_CL0817,Myeloid,test
S171454,CL0817,CMP0023,CG_CL0817,Myeloid,test
S171455,CL0817,CMP0024,CG_CL0817,Myeloid,test
S171457,CL0817,CMP0027,CG_CL0817,Myeloid,test
S171458,CL0817,CMP0028,CG_CL0817,Myeloid,test
S171459,CL0817,CMP0029,CG_CL0817,Myeloid,test
S171460,CL0817,CMP0030,CG_CL0817,Myeloid,test
S171462,CL0817,CMP0034,CG_CL0817,Myeloid,test
S171463,CL0817,CMP0035,CG_CL0817,Myeloid,test
S171464,CL0817,CMP0036,CG_CL0817,Myeloid,test
S171465,CL0817,CMP0037,CG_CL0817,Myeloid,test
S171466,CL0817,CMP0038,CG_CL0817,Myeloid,test
S171467,CL0817,CMP0039,CG_CL0817,Myeloid,test
S171468,CL0817,CMP0040,CG_CL0817,Myeloid,test
S171469,CL0817,CMP0041,CG_CL0817,Myeloid,test
S171470,CL0817,CMP0042,CG_CL0817,Myeloid,test
S171471,CL0817,CMP0043,CG_CL0817,Myeloid,test
S171472,CL0817,CMP0044,CG_CL0817,Myeloid,test
S171473,CL0817,CMP0045,CG_CL0817,Myeloid,test
S171474,CL0817,CMP0046,CG_CL0817,Myeloid,test
S171475,CL0817,CMP0047,CG_CL0817,Myeloid,test
S171476,CL0817,CMP0048,CG_CL0817,Myeloid,test
S171477,CL0817,CMP0049,CG_CL0817,Myeloid,test
S171478,CL0817,CMP0050,CG_CL0817,Myeloid,test
S171481,CL0817,CMP0053,CG_CL0817,Myeloid,test
S171482,CL0817,CMP0054,CG_CL0817,Myeloid,test
S171483,CL0817,CMP0055,CG_CL0817,Myeloid,test
S171484,CL0817,CMP0056,CG_CL0817,Myeloid,test
S171485,CL0817,CMP0057,CG_CL0817,Myeloid,test
S171486,CL0817,CMP0058,CG_CL0817,Myeloid,test
S171487,CL0817,CMP0059,CG_CL0817,Myeloid,test
S171488,CL0817,CMP0060,CG_CL0817,Myeloid,test
S171489,CL0817,CMP0061,CG_CL0817,Myeloid,test
S171490,CL0817,CMP0062,CG_CL0817,Myeloid,test
S171491,CL0817,CMP0063,CG_CL0817,Myeloid,test
S171492,CL0817,CMP0064,CG_CL0817,Myeloid,test
S171493,CL0817,CMP0067,CG_CL0817,Myeloid,test
S171494,CL0817,CMP0068,CG_CL0817,Myeloid,test
S171495,CL0817,CMP0070,CG_CL0817,Myeloid,test
S171496,CL0817,CMP0072,CG_CL0817,Myeloid,test
S171497,CL0817,CMP0073,CG_CL0817,Myeloid,test
S171498,CL0817,CMP0074,CG_CL0817,Myeloid,test
S171499,CL0817,CMP0075,CG_CL0817,Myeloid,test
S171500,CL0817,CMP0076,CG_CL0817,Myeloid,test
S171501,CL0817,CMP0077,CG_CL0817,Myeloid,test
S171503,CL0817,CMP0081,CG_CL0817,Myeloid,test
S171504,CL0817,CMP0082,CG_CL0817,Myeloid,test
S171505,CL0817,CMP0083,CG_CL0817,Myeloid,test
S171506,CL0817,CMP0086,CG_CL0817,Myeloid,test
S171507,CL0817,CMP0087,CG_CL0817,Myeloid,test
S171509,CL0817,CMP0089,CG_CL0817,Myeloid,test
S171510,CL0817,CMP0090,CG_CL0817,Myeloid,test
S171511,CL0817,CMP0091,CG_CL0817,Myeloid,test
S171512,CL0817,CMP0092,CG_CL0817,Myeloid,test
S171513,CL0817,CMP0093,CG_CL0817,Myeloid,test
S171514,CL0817,CMP0094,CG_CL0817,Myeloid,test
S171515,CL0817,CMP0095,CG_CL0817,Myeloid,test
S171516,CL0817,CMP0096,CG_CL0817,Myeloid,test
S171517,CL0817,CMP0097,CG_CL0817,Myeloid,test
S171518,CL0817,CMP0098,CG_CL0817,Myeloid,test
S171519,CL0817,CMP0100,CG_CL0817,Myeloid,test
S171520,CL0817,CMP0101,CG_CL0817,Myeloid,test
S171522,CL0817,CMP0103,CG_CL0817,Myeloid,test
S171523,CL0817,CMP0104,CG_CL0817,Myeloid,test
S171524,CL0817,CMP0105,CG_CL0817,Myeloid,test
S171525,CL0817,CMP0106,CG_CL0817,Myeloid,test
S171527,CL0817,CMP0108,CG_CL0817,Myeloid,test
S171528,CL0817,CMP0109,CG_CL0817,Myeloid,test
S171529,CL0817,CMP0110,CG_CL0817,Myeloid,test
S171531,CL0817,CMP0112,CG_CL0817,Myeloid,test
S171532,CL0817,CMP0113,CG_CL0817,Myeloid,test
S171533,CL0817,CMP0114,CG_CL0817,Myeloid,test
S171534,CL0817,CMP0115,CG_CL0817,Myeloid,test
S171535,CL0817,CMP0116,CG_CL0817,Myeloid,test
S171536,CL0817,CMP0117,CG_CL0817,Myeloid,test
S171537,CL0817,CMP0118,CG_CL0817,Myeloid,test
S171538,CL0817,CMP0119,CG_CL0817,Myeloid,test
S171540,CL0817,CMP0121,CG_CL0817,Myeloid,test
S171541,CL0817,CMP0122,CG_CL0817,Myeloid,test
S171542,CL0817,CMP0123,CG_CL0817,Myeloid,test
S171543,CL0817,CMP0124,CG_CL0817,Myeloid,test
S171544,CL0817,CMP0125,CG_CL0817,Myeloid,test
S171545,CL0817,CMP0126,CG_CL0817,Myeloid,test
S171546,CL0817,CMP0127,CG_CL0817,Myeloid,test
S171547,CL0817,CMP0128,CG_CL0817,Myeloid,test
S171548,CL0817,CMP0129,CG_CL0817,Myeloid,test
S171549,CL0817,CMP0130,CG_CL0817,Myeloid,test
S171550,CL0817,CMP0131,CG_CL0817,Myeloid,test
S171552,CL0817,CMP0133,CG_CL0817,Myeloid,test
S171553,CL0817,CMP0134,CG_CL0817,Myeloid,test
S171554,CL0817,CMP0135,CG_CL0817,Myeloid,test
S171556,CL0817,CMP0137,CG_CL0817,Myeloid,test
S171557,CL0817,CMP0138,CG_CL0817,Myeloid,test
S171558,CL0817,CMP0139,CG_CL0817,Myeloid,test
S171560,CL0817,CMP0141,CG_CL0817,Myeloid,test
S171561,CL0817,CMP0142,CG_CL0817,Myeloid,test
S171562,CL0817,CMP0143,CG_CL0817,Myeloid,test
S171563,CL0817,CMP0144,CG_CL0817,Myeloid,test
S171564,CL0817,CMP0145,CG_CL0817,Myeloid,test
S171565,CL0817,CMP0146,CG_CL0817,Myeloid,test
S171569,CL0817,CMP0150,CG_CL0817,Myeloid,test
S171570,CL0817,CMP0151,CG_CL0817,Myeloid,test
S171572,CL0817,CMP0153,CG_CL0817,Myeloid,test
S171573,CL0817,CMP0154,CG_CL0817,Myeloid,test
S171574,CL0817,CMP0155,CG_CL0817,Myeloid,test
S171575,CL0817,CMP0156,CG_CL0817,Myeloid,test
S171576,CL0817,CMP0157,CG_CL0817,Myeloid,test
S171577,CL0817,CMP0158,CG_CL0817,Myeloid,test
S171578,CL0817,CMP0159,CG_CL0817,Myeloid,test
S171579,CL0817,CMP0160,CG_CL0817,Myeloid,test
S171580,CL0817,CMP0162,CG_CL0817,Myeloid,test
S171581,CL0817,CMP0163,CG_CL0817,Myeloid,test
S171583,CL0817,CMP0165,CG_CL0817,Myeloid,test
S171584,CL0817,CMP0166,CG_CL0817,Myeloid,test
S171585,CL0817,CMP0167,CG_CL0817,Myeloid,test
S171586,CL0817,CMP0168,CG_CL0817,Myeloid,test
S171587,CL0817,CMP0169,CG_CL0817,Myeloid,test
S171588,CL0817,CMP0170,CG_CL0817,Myeloid,test
S171589,CL0817,CMP0171,CG_CL0817,Myeloid,test
S171590,CL0817,CMP0172,CG_CL0817,Myeloid,test
S171591,CL0817,CMP0173,CG_CL0817,Myeloid,test
S171593,CL0817,CMP0175,CG_CL0817,Myeloid,test
S171594,CL0817,CMP0176,CG_CL0817,Myeloid,test
S171595,CL0817,CMP0177,CG_CL0817,Myeloid,test
S171596,CL0817,CMP0178,CG_CL0817,Myeloid,test
S171597,CL0817,CMP0179,CG_CL0817,Myeloid,test
S171598,CL0817,CMP0180,CG_CL0817,Myeloid,test
S171599,CL0817,CMP0181,CG_CL0817,Myeloid,test
S171600,CL0817,CMP0182,CG_CL0817,Myeloid,test
S171601,CL0817,CMP0183,CG_CL0817,Myeloid,test
S171603,CL0817,CMP0185,CG_CL0817,Myeloid,test
S171604,CL0817,CMP0186,CG_CL0817,Myeloid,test
S171605,CL0817,CMP0187,CG_CL0817,Myeloid,test
S171606,CL0817,CMP0188,CG_CL0817,Myeloid,test
S171607,CL0817,CMP0189,CG_CL0817,Myeloid,test
S171608,CL0817,CMP0190,CG_CL0817,Myeloid,test
S171609,CL0817,CMP0191,CG_CL0817,Myeloid,test
S171610,CL0817,CMP0192,CG_CL0817,Myeloid,test
S171611,CL0817,CMP0193,CG_CL0817,Myeloid,test
S171612,CL0817,CMP0194,CG_CL0817,Myeloid,test
S171613,CL0817,CMP0195,CG_CL0817,Myeloid,test
S171614,CL0817,CMP0196,CG_CL0817,Myeloid,test
S171615,CL0817,CMP0197,CG_CL0817,Myeloid,test
S171618,CL0817,CMP0200,CG_CL0817,Myeloid,test
S171619,CL0817,CMP0201,CG_CL0817,Myeloid,test
S171620,CL0817,CMP0202,CG_CL0817,Myeloid,test
S171621,CL0817,CMP0203,CG_CL0817,Myeloid,test
S171622,CL0817,CMP0204,CG_CL0817,Myeloid,test
S171624,CL0817,CMP0206,CG_CL0817,Myeloid,test
S171625,CL0817,CMP0207,CG_CL0817,Myeloid,test
S171626,CL0817,CMP0208,CG_CL0817,Myeloid,test
S171627,CL0817,CMP0209,CG_CL0817,Myeloid,test
S171628,CL0817,CMP0210,CG_CL0817,Myeloid,test
S171629,CL0817,CMP0211,CG_CL0817,Myeloid,test
S171631,CL0817,CMP0213,CG_CL0817,Myeloid,test
S171632,CL0817,CMP0214,CG_CL0817,Myeloid,test
S171633,CL0817,CMP0215,CG_CL0817,Myeloid,test
S171634,CL0817,CMP0216,CG_CL0817,Myeloid,test
S171635,CL0817,CMP0217,CG_CL0817,Myeloid,test
S171636,CL0817,CMP0218,CG_CL0817,Myeloid,test
S171637,CL0817,CMP0219,CG_CL0817,Myeloid,test
S171638,CL0817,CMP0220,CG_CL0817,Myeloid,test
S171639,CL0817,CMP0221,CG_CL0817,Myeloid,test
S171640,CL0817,CMP0222,CG_CL0817,Myeloid,test
S171641,CL0817,CMP0223,CG_CL0817,Myeloid,test
S171642,CL0817,CMP0224,CG_CL0817,Myeloid,test
S171644,CL0817,CMP0226,CG_CL0817,Myeloid,test
S171647,CL0817,CMP0229,CG_CL0817,Myeloid,test
S171648,CL0817,CMP0231,CG_CL0817,Myeloid,test
S171649,CL0817,CMP0232,CG_CL0817,Myeloid,test
S171650,CL0817,CMP0233,CG_CL0817,Myeloid,test
S171651,CL0817,CMP0234,CG_CL0817,Myeloid,test
S171652,CL0817,CMP0237,CG_CL0817,Myeloid,test
S171653,CL0817,CMP0238,CG_CL0817,Myeloid,test
S171657,CL0817,CMP0242,CG_CL0817,Myeloid,test
S171658,CL0818,CMP0001,CG_CL0818,Lymphoid,test
S171659,CL0818,CMP0002,CG_CL0818,Lymphoid,test
S171660,CL0818,CMP0003,CG_CL0818,Lymphoid,test
S171661,CL0818,CMP0004,CG_CL0818,Lymphoid,test
S171662,CL0818,CMP0005,CG_CL0818,Lymphoid,test
S171663,CL0818,CMP0006,CG_CL0818,Lymphoid,test
S171664,CL0818,CMP0008,CG_CL0818,Lymphoid,test
S171665,CL0818,CMP0009,CG_CL0818,Lymphoid,test
S171666,CL0818,CMP0010,CG_CL0818,Lymphoid,test
S171669,CL0818,CMP0013,CG_CL0818,Lymphoid,test
S171670,CL0818,CMP0014,CG_CL0818,Lymphoid,test
S171671,CL0818,CMP0015,CG_CL0818,Lymphoid,test
S171672,CL0818,CMP0016,CG_CL0818,Lymphoid,test
S171673,CL0818,CMP0017,CG_CL0818,Lymphoid,test
S171674,CL0818,CMP0018,CG_CL0818,Lymphoid,test
S171675,CL0818,CMP0019,CG_CL0818,Lymphoid,test
S171676,CL0818,CMP0020,CG_CL0818,Lymphoid,test
S171677,CL0818,CMP0021,CG_CL0818,Lymphoid,test
S171678,CL0818,CMP0022,CG_CL0818,Lymphoid,test
S171679,CL0818,CMP0023,CG_CL0818,Lymphoid,test
S171680,CL0818,CMP0024,CG_CL0818,Lymphoid,test
S171682,CL0818,CMP0027,CG_CL0818,Lymphoid,test
S171683,CL0818,CMP0028,CG_CL0818,Lymphoid,test
S171684,CL0818,CMP0029,CG_CL0818,Lymphoid,test
S171685,CL0818,CMP0030,CG_CL0818,Lymphoid,test
S171687,CL0818,CMP0034,CG_CL0818,Lymphoid,test
S171688,CL0818,CMP0035,CG_CL0818,Lymphoid,test
S171689,CL0818,CMP0036,CG_CL0818,Lymphoid,test
S171690,CL0818,CMP0037,CG_CL0818,Lymphoid,test
S171691,CL0818,CMP0038,CG_CL0818,Lymphoid,test
S171692,CL0818,CMP0039,CG_CL0818,Lymphoid,test
S171693,CL0818,CMP0040,CG_CL0818,Lymphoid,test
S171694,CL0818,CMP0041,CG_CL0818,Lymphoid,test
S171695,CL0818,CMP0042,CG_CL0818,Lymphoid,test
S171696,CL0818,CMP0043,CG_CL0818,Lymphoid,test
S171697,CL0818,CMP0044,CG_CL0818,Lymphoid,test
S171698,CL0818,CMP0045,CG_CL0818,Lymphoid,test
S171699,CL0818,CMP0046,CG_CL0818,Lymphoid,test
S171700,CL0818,CMP0047,CG_CL0818,Lymphoid,test
S171701,CL0818,CMP0048,CG_CL0818,Lymphoid,test
S171702,CL0818,CMP0049,CG_CL0818,Lymphoid,test
S171703,CL0818,CMP0050,CG_CL0818,Lymphoid,test
S171706,CL0818,CMP0053,CG_CL0818,Lymphoid,test
S171707,CL0818,CMP0054,CG_CL0818,Lymphoid,test
S171708,CL0818,CMP0055,CG_CL0818,Lymphoid,test
S171709,CL0818,CMP0056,CG_CL0818,Lymphoid,test
S171710,CL0818,CMP0057,CG_CL0818,Lymphoid,test
S171711,CL0818,CMP0058,CG_CL0818,Lymphoid,test
S171712,CL0818,CMP0059,CG_CL0818,Lymphoid,test
S171713,CL0818,CMP0060,CG_CL0818,Lymphoid,test
S171714,CL0818,CMP0061,CG_CL0818,Lymphoid,test
S171715,CL0818,CMP0062,CG_CL0818,Lymphoid,test
S171716,CL0818,CMP0063,CG_CL0818,Lymphoid,test
S171717,CL0818,CMP0064,CG_CL0818,Lymphoid,test
S171718,CL0818,CMP0067,CG_CL0818,Lymphoid,test
S171719,CL0818,CMP0068,CG_CL0818,Lymphoid,test
S171720,CL0818,CMP0070,CG_CL0818,Lymphoid,test
S171721,CL0818,CMP0072,CG_CL0818,Lymphoid,test
S171722,CL0818,CMP0073,CG_CL0818,Lymphoid,test
S171723,CL0818,CMP0074,CG_CL0818,Lymphoid,test
S171724,CL0818,CMP0075,CG_CL0818,Lymphoid,test
S171725,CL0818,CMP0076,CG_CL0818,Lymphoid,test
S171726,CL0818,CMP0077,CG_CL0818,Lymphoid,test
S171728,CL0818,CMP0081,CG_CL0818,Lymphoid,test
S171729,CL0818,CMP0082,CG_CL0818,Lymphoid,test
S171730,CL0818,CMP0083,CG_CL0818,Lymphoid,test
S171731,CL0818,CMP0086,CG_CL0818,Lymphoid,test
S171732,CL0818,CMP0087,CG_CL0818,Lymphoid,test
S171734,CL0818,CMP0089,CG_CL0818,Lymphoid,test
S171735,CL0818,CMP0090,CG_CL0818,Lymphoid,test
S171736,CL0818,CMP0091,CG_CL0818,Lymphoid,test
S171737,CL0818,CMP0092,CG_CL0818,Lymphoid,test
S171738,CL0818,CMP0093,CG_CL0818,Lymphoid,test
S171739,CL0818,CMP0094,CG_CL0818,Lymphoid,test
S171740,CL0818,CMP0095,CG_CL0818,Lymphoid,test
S171741,CL0818,CMP0096,CG_CL0818,Lymphoid,test
S171742,CL0818,CMP0097,CG_CL0818,Lymphoid,test
S171743,CL0818,CMP0098,CG_CL0818,Lymphoid,test
S171744,CL0818,CMP0100,CG_CL0818,Lymphoid,test
S171745,CL0818,CMP0101,CG_CL0818,Lymphoid,test
S171747,CL0818,CMP0103,CG_CL0818,Lymphoid,test
S171748,CL0818,CMP0104,CG_CL0818,Lymphoid,test
S171749,CL0818,CMP0105,CG_CL0818,Lymphoid,test
S171750,CL0818,CMP0106,CG_CL0818,Lymphoid,test
S171752,CL0818,CMP0108,CG_CL0818,Lymphoid,test
S171753,CL0818,CMP0109,CG_CL0818,Lymphoid,test
S171754,CL0818,CMP0110,CG_CL0818,Lymphoid,test
S171756,CL0818,CMP0112,CG_CL0818,Lymphoid,test
S171757,CL0818,CMP0113,CG_CL0818,Lymphoid,test
S171758,CL0818,CMP0114,CG_CL0818,Lymphoid,test
S171759,CL0818,CMP0115,CG_CL0818,Lymphoid,test
S171760,CL0818,CMP0116,CG_CL0818,Lymphoid,test
S171761,CL0818,CMP0117,CG_CL0818,Lymphoid,test
S171762,CL0818,CMP0118,CG_CL0818,Lymphoid,test
S171763,CL0818,CMP0119,CG_CL0818,Lymphoid,test
S171765,CL0818,CMP0121,CG_CL0818,Lymphoid,test
S171766,CL0818,CMP0122,CG_CL0818,Lymphoid,test
S171767,CL0818,CMP0123,CG_CL0818,Lymphoid,test
S171768,CL0818,CMP0124,CG_CL0818,Lymphoid,test
S171769,CL0818,CMP0125,CG_CL0818,Lymphoid,test
S171770,CL0818,CMP0126,CG_CL0818,Lymphoid,test
S171771,CL0818,CMP0127,CG_CL0818,Lymphoid,test
S171772,CL0818,CMP0128,CG_CL0818,Lymphoid,test
S171773,CL0818,CMP0129,CG_CL0818,Lymphoid,test
S171774,CL0818,CMP0130,CG_CL0818,Lymphoid,test
S171775,CL0818,CMP0131,CG_CL0818,Lymphoid,test
S171777,CL0818,CMP0133,CG_CL0818,Lymphoid,test
S171778,CL0818,CMP0134,CG_CL0818,Lymphoid,test
S171779,CL0818,CMP0135,CG_CL0818,Lymphoid,test
S171781,CL0818,CMP0137,CG_CL0818,Lymphoid,test
S171782,CL0818,CMP0138,CG_CL0818,Lymphoid,test
S171783,CL0818,CMP0139,CG_CL0818,Lymphoid,test
S171785,CL0818,CMP0141,CG_CL0818,Lymphoid,test
S171786,CL0818,CMP0142,CG_CL0818,Lymphoid,test
S171787,CL0818,CMP0143,CG_CL0818,Lymphoid,test
S171788,CL0818,CMP0144,CG_CL0818,Lymphoid,test
S171789,CL0818,CMP0145,CG_CL0818,Lymphoid,test
S171790,CL0818,CMP0146,CG_CL0818,Lymphoid,test
S171794,CL0818,CMP0150,CG_CL0818,Lymphoid,test
S171795,CL0818,CMP0151,CG_CL0818,Lymphoid,test
S171797,CL0818,CMP0153,CG_CL0818,Lymphoid,test
S171798,CL0818,CMP0154,CG_CL0818,Lymphoid,test
S171799,CL0818,CMP0155,CG_CL0818,Lymphoid,test
S171800,CL0818,CMP0156,CG_CL0818,Lymphoid,test
S171801,CL0818,CMP0157,CG_CL0818,Lymphoid,test
S171802,CL0818,CMP0158,CG_CL0818,Lymphoid,test
S171803,CL0818,CMP0159,CG_CL0818,Lymphoid,test
S171804,CL0818,CMP0160,CG_CL0818,Lymphoid,test
S171805,CL0818,CMP0161,CG_CL0818,Lymphoid,test
S171806,CL0818,CMP0162,CG_CL0818,Lymphoid,test
S171807,CL0818,CMP0163,CG_CL0818,Lymphoid,test
S171809,CL0818,CMP0165,CG_CL0818,Lymphoid,test
S171810,CL0818,CMP0166,CG_CL0818,Lymphoid,test
S171811,CL0818,CMP0167,CG_CL0818,Lymphoid,test
S171812,CL0818,CMP0168,CG_CL0818,Lymphoid,test
S171813,CL0818,CMP0169,CG_CL0818,Lymphoid,test
S171814,CL0818,CMP0170,CG_CL0818,Lymphoid,test
S171815,CL0818,CMP0171,CG_CL0818,Lymphoid,test
S171816,CL0818,CMP0172,CG_CL0818,Lymphoid,test
S171817,CL0818,CMP0173,CG_CL0818,Lymphoid,test
S171819,CL0818,CMP0175,CG_CL0818,Lymphoid,test
S171820,CL0818,CMP0176,CG_CL0818,Lymphoid,test
S171821,CL0818,CMP0177,CG_CL0818,Lymphoid,test
S171822,CL0818,CMP0178,CG_CL0818,Lymphoid,test
S171823,CL0818,CMP0179,CG_CL0818,Lymphoid,test
S171824,CL0818,CMP0180,CG_CL0818,Lymphoid,test
S171825,CL0818,CMP0181,CG_CL0818,Lymphoid,test
S171826,CL0818,CMP0182,CG_CL0818,Lymphoid,test
S171827,CL0818,CMP0183,CG_CL0818,Lymphoid,test
S171829,CL0818,CMP0185,CG_CL0818,Lymphoid,test
S171830,CL0818,CMP0186,CG_CL0818,Lymphoid,test
S171831,CL0818,CMP0187,CG_CL0818,Lymphoid,test
S171832,CL0818,CMP0188,CG_CL0818,Lymphoid,test
S171833,CL0818,CMP0189,CG_CL0818,Lymphoid,test
S171834,CL0818,CMP0190,CG_CL0818,Lymphoid,test
S171835,CL0818,CMP0191,CG_CL0818,Lymphoid,test
S171836,CL0818,CMP0192,CG_CL0818,Lymphoid,test
S171837,CL0818,CMP0193,CG_CL0818,Lymphoid,test
S171838,CL0818,CMP0194,CG_CL0818,Lymphoid,test
S171839,CL0818,CMP0195,CG_CL0818,Lymphoid,test
S171840,CL0818,CMP0196,CG_CL0818,Lymphoid,test
S171841,CL0818,CMP0197,CG_CL0818,Lymphoid,test
S171844,CL0818,CMP0200,CG_CL0818,Lymphoid,test
S171845,CL0818,CMP0201,CG_CL0818,Lymphoid,test
S171846,CL0818,CMP0202,CG_CL0818,Lymphoid,test
S171847,CL0818,CMP0203,CG_CL0818,Lymphoid,test
S171848,CL0818,CMP0204,CG_CL0818,Lymphoid,test
S171850,CL0818,CMP0206,CG_CL0818,Lymphoid,test
S171851,CL0818,CMP0207,CG_CL0818,Lymphoid,test
S171852,CL0818,CMP0208,CG_CL0818,Lymphoid,test
S171853,CL0818,CMP0209,CG_CL0818,Lymphoid,test
S171854,CL0818,CMP0210,CG_CL0818,Lymphoid,test
S171855,CL0818,CMP0211,CG_CL0818,Lymphoid,test
S171857,CL0818,CMP0213,CG_CL0818,Lymphoid,test
S171858,CL0818,CMP0214,CG_CL0818,Lymphoid,test
S171859,CL0818,CMP0215,CG_CL0818,Lymphoid,test
S171860,CL0818,CMP0216,CG_CL0818,Lymphoid,test
S171861,CL0818,CMP0217,CG_CL0818,Lymphoid,test
S171862,CL0818,CMP0218,CG_CL0818,Lymphoid,test
S171863,CL0818,CMP0219,CG_CL0818,Lymphoid,test
S171864,CL0818,CMP0220,CG_CL0818,Lymphoid,test
S171865,CL0818,CMP0221,CG_CL0818,Lymphoid,test
S171866,CL0818,CMP0222,CG_CL0818,Lymphoid,test
S171867,CL0818,CMP0223,CG_CL0818,Lymphoid,test
S171868,CL0818,CMP0224,CG_CL0818,Lymphoid,test
S171870,CL0818,CMP0226,CG_CL0818,Lymphoid,test
S171873,CL0818,CMP0229,CG_CL0818,Lymphoid,test
S171874,CL0818,CMP0231,CG_CL0818,Lymphoid,test
S171875,CL0818,CMP0232,CG_CL0818,Lymphoid,test
S171876,CL0818,CMP0233,CG_CL0818,Lymphoid,test
S171877,CL0818,CMP0234,CG_CL0818,Lymphoid,test
S171878,CL0818,CMP0237,CG_CL0818,Lymphoid,test
S171879,CL0818,CMP0238,CG_CL0818,Lymphoid,test
S171883,CL0818,CMP0242,CG_CL0818,Lymphoid,test
S171884,CL0819,CMP0001,CG_CL0819,Ovary/Fallopian Tube,test
S171885,CL0819,CMP0005,CG_CL0819,Ovary/Fallopian Tube,test
S171886,CL0819,CMP0006,CG_CL0819,Ovary/Fallopian Tube,test
S171887,CL0819,CMP0007,CG_CL0819,Ovary/Fallopian Tube,test
S171888,CL0819,CMP0008,CG_CL0819,Ovary/Fallopian Tube,test
S171889,CL0819,CMP0009,CG_CL0819,Ovary/Fallopian Tube,test
S171890,CL0819,CMP0010,CG_CL0819,Ovary/Fallopian Tube,test
S171893,CL0819,CMP0013,CG_CL0819,Ovary/Fallopian Tube,test
S171894,CL0819,CMP0014,CG_CL0819,Ovary/Fallopian Tube,test
S171895,CL0819,CMP0015,CG_CL0819,Ovary/Fallopian Tube,test
S171896,CL0819,CMP0016,CG_CL0819,Ovary/Fallopian Tube,test
S171897,CL0819,CMP0017,CG_CL0819,Ovary/Fallopian Tube,test
S171898,CL0819,CMP0018,CG_CL0819,Ovary/Fallopian Tube,test
S171899,CL0819,CMP0019,CG_CL0819,Ovary/Fallopian Tube,test
S171900,CL0819,CMP0020,CG_CL0819,Ovary/Fallopian Tube,test
S171901,CL0819,CMP0021,CG_CL0819,Ovary/Fallopian Tube,test
S171902,CL0819,CMP0022,CG_CL0819,Ovary/Fallopian Tube,test
S171903,CL0819,CMP0023,CG_CL0819,Ovary/Fallopian Tube,test
S171904,CL0819,CMP0024,CG_CL0819,Ovary/Fallopian Tube,test
S171907,CL0819,CMP0027,CG_CL0819,Ovary/Fallopian Tube,test
S171908,CL0819,CMP0028,CG_CL0819,Ovary/Fallopian Tube,test
S171909,CL0819,CMP0029,CG_CL0819,Ovary/Fallopian Tube,test
S171910,CL0819,CMP0030,CG_CL0819,Ovary/Fallopian Tube,test
S171911,CL0819,CMP0031,CG_CL0819,Ovary/Fallopian Tube,test
S171914,CL0819,CMP0034,CG_CL0819,Ovary/Fallopian Tube,test
S171915,CL0819,CMP0035,CG_CL0819,Ovary/Fallopian Tube,test
S171916,CL0819,CMP0036,CG_CL0819,Ovary/Fallopian Tube,test
S171917,CL0819,CMP0037,CG_CL0819,Ovary/Fallopian Tube,test
S171918,CL0819,CMP0038,CG_CL0819,Ovary/Fallopian Tube,test
S171919,CL0819,CMP0039,CG_CL0819,Ovary/Fallopian Tube,test
S171920,CL0819,CMP0040,CG_CL0819,Ovary/Fallopian Tube,test
S171921,CL0819,CMP0041,CG_CL0819,Ovary/Fallopian Tube,test
S171922,CL0819,CMP0042,CG_CL0819,Ovary/Fallopian Tube,test
S171923,CL0819,CMP0043,CG_CL0819,Ovary/Fallopian Tube,test
S171924,CL0819,CMP0044,CG_CL0819,Ovary/Fallopian Tube,test
S171925,CL0819,CMP0045,CG_CL0819,Ovary/Fallopian Tube,test
S171926,CL0819,CMP0046,CG_CL0819,Ovary/Fallopian Tube,test
S171927,CL0819,CMP0048,CG_CL0819,Ovary/Fallopian Tube,test
S171928,CL0819,CMP0049,CG_CL0819,Ovary/Fallopian Tube,test
S171929,CL0819,CMP0050,CG_CL0819,Ovary/Fallopian Tube,test
S171932,CL0819,CMP0053,CG_CL0819,Ovary/Fallopian Tube,test
S171933,CL0819,CMP0054,CG_CL0819,Ovary/Fallopian Tube,test
S171934,CL0819,CMP0055,CG_CL0819,Ovary/Fallopian Tube,test
S171935,CL0819,CMP0056,CG_CL0819,Ovary/Fallopian Tube,test
S171936,CL0819,CMP0057,CG_CL0819,Ovary/Fallopian Tube,test
S171937,CL0819,CMP0058,CG_CL0819,Ovary/Fallopian Tube,test
S171938,CL0819,CMP0059,CG_CL0819,Ovary/Fallopian Tube,test
S171939,CL0819,CMP0060,CG_CL0819,Ovary/Fallopian Tube,test
S171940,CL0819,CMP0061,CG_CL0819,Ovary/Fallopian Tube,test
S171941,CL0819,CMP0062,CG_CL0819,Ovary/Fallopian Tube,test
S171942,CL0819,CMP0063,CG_CL0819,Ovary/Fallopian Tube,test
S171943,CL0819,CMP0064,CG_CL0819,Ovary/Fallopian Tube,test
S171944,CL0819,CMP0065,CG_CL0819,Ovary/Fallopian Tube,test
S171946,CL0819,CMP0067,CG_CL0819,Ovary/Fallopian Tube,test
S171947,CL0819,CMP0068,CG_CL0819,Ovary/Fallopian Tube,test
